 coating x n_core k_core n_shell k_shell lambda
16810962 0.090 5.347 1.398 0.010 1.463 0.070 4700.000
16812583 0.090 1.386 1.427 0.071 1.424 0.086 6800.000
16814369 0.090 0.722 1.437 0.027 1.469 0.071 4350.000
16815430 0.090 11.088 1.419 0.027 1.459 0.074 5100.000
16817310 0.090 0.712 1.838 0.551 1.729 0.386 75000.000
16820628 0.090 6.732 1.442 0.029 1.471 0.071 4200.000
16822502 0.090 4.189 1.327 0.061 1.466 0.118 6000.000
16823722 0.090 1.885 1.486 0.021 1.471 0.013 1000.000
16826864 0.090 267.035 1.471 0.029 1.520 0.013 200.000
16832054 0.090 3.097 1.418 0.047 1.409 0.092 7100.000
1683641 0.000 14.444 1.435 0.027 1.427 0.146 4350.000
16840522 0.090 69.813 1.447 0.021 1.423 0.000 900.000
16845253 0.090 1.812 1.380 0.017 1.403 0.125 5200.000
16850693 0.090 1.100 1.430 0.019 1.385 0.001 2000.000
16851118 0.090 26.180 1.436 0.013 1.429 0.000 600.000
16855073 0.090 146.608 1.483 0.077 1.518 0.000 150.000
16857164 0.090 3.982 1.321 0.069 1.285 0.153 7100.000
16858999 0.090 26.456 1.470 0.022 1.422 0.000 950.000
16870495 0.090 2.749 1.327 0.071 1.196 0.442 8000.000
16872335 0.090 4.597 1.442 0.028 1.416 0.121 4100.000
16876707 0.090 0.550 1.767 0.170 1.920 0.653 80000.000
16882652 0.090 2.670 1.500 0.219 1.812 0.123 20000.000
16883826 0.090 1.745 1.387 0.195 1.666 0.491 9000.000
16888490 0.090 596.903 1.486 0.028 1.536 0.000 100.000
16889442 0.090 9.425 1.443 0.011 1.421 0.000 1000.000
1688999 0.000 0.583 2.116 0.190 2.015 0.725 70000.000
16900963 0.090 20.944 1.455 0.022 1.563 0.030 450.000
16901587 0.090 62.832 1.451 0.019 1.562 0.030 650.000
1690412 0.000 2.277 1.352 0.079 1.308 0.148 6900.000
16905232 0.090 157.080 1.487 0.089 1.575 0.030 200.000
16911424 0.090 0.838 2.202 0.251 1.600 0.117 60000.000
16913464 0.090 3.927 1.686 0.684 1.563 0.080 14400.000
16917335 0.090 91.831 1.469 0.020 1.562 0.030 650.000
16920756 0.090 9.425 1.419 0.014 1.566 0.041 4000.000
16922080 0.090 0.698 1.288 0.422 1.548 0.048 9000.000
16925830 0.090 4.488 1.420 0.009 1.562 0.030 700.000
16926706 0.090 15.708 1.467 0.117 1.570 0.084 3000.000
16931614 0.090 0.668 1.397 0.009 1.563 0.042 4700.000
16933856 0.090 2.732 1.445 0.070 1.559 0.048 6900.000
16935565 0.090 12.566 1.448 0.014 1.562 0.030 750.000
16938039 0.090 83.776 1.416 0.005 1.563 0.030 450.000
16939020 0.090 18.850 1.486 0.037 1.589 0.030 100.000
1693924 0.000 2.827 1.470 0.022 1.445 0.000 1000.000
16942685 0.090 3.770 1.430 0.007 1.568 0.030 250.000
16944201 0.090 11.781 1.392 0.008 1.562 0.042 4800.000
16945140 0.090 0.911 1.481 0.063 1.559 0.048 6900.000
16945223 0.090 59.840 1.490 0.028 1.574 0.030 210.000
16945415 0.090 62.832 1.491 0.021 1.565 0.030 350.000
16945878 0.090 8.624 1.487 0.054 1.560 0.044 5100.000
16948056 0.090 7.965 1.418 0.047 1.559 0.047 7100.000
16953666 0.090 83.776 1.451 0.019 1.496 0.015 600.000
16955953 0.090 0.628 1.476 0.066 1.525 0.015 250.000
16973496 0.090 5.712 1.485 0.063 1.533 0.015 220.000
16976140 0.090 2.732 1.363 0.074 1.434 0.087 6900.000
16982979 0.090 4.189 1.473 0.042 1.550 0.015 150.000
16983548 0.090 12.566 1.424 0.009 1.497 0.015 500.000
16987839 0.090 7.250 1.447 0.033 1.487 0.084 3900.000
16988417 0.090 8.078 1.387 0.065 1.427 0.084 7000.000
16993046 0.090 0.942 1.476 0.080 1.437 0.104 3000.000
16994839 0.090 2.587 1.406 0.005 1.493 0.015 850.000
16995295 0.090 2.909 1.364 0.029 1.484 0.094 5400.000
17001470 0.090 53.856 1.404 0.002 1.495 0.015 700.000
17006695 0.090 2.049 1.498 0.059 1.483 0.079 4600.000
17008607 0.090 4.712 1.368 0.001 1.471 0.016 2000.000
17011256 0.090 196.350 1.477 0.078 1.500 0.000 240.000
17018605 0.090 5.437 1.380 0.017 1.415 0.137 5200.000
17020975 0.090 1.676 2.207 0.698 1.834 0.056 30000.000
17024340 0.090 94.248 1.449 0.025 1.481 0.000 300.000
17030129 0.090 6.500 1.411 0.014 1.418 0.132 4350.000
17030802 0.090 62.832 1.428 0.014 1.433 0.000 1000.000
17038385 0.090 10.472 1.433 0.041 1.427 0.149 5400.000
17039986 0.090 9.498 1.435 0.026 1.419 0.133 4300.000
17040379 0.090 3.876 1.608 0.517 1.924 0.177 15400.000
17041228 0.090 1.428 1.406 0.011 1.417 0.132 4400.000
17041968 0.090 10.472 1.411 0.011 1.422 0.134 4200.000
17045143 0.090 1.745 1.406 0.036 1.427 0.149 5400.000
170458 0.000 38.397 1.494 0.020 1.358 0.004 900.000
17048514 0.090 7.854 1.489 0.046 1.513 0.000 200.000
1705558 0.000 62.832 1.486 0.054 1.554 0.000 100.000
17057200 0.090 125.664 1.457 0.015 1.481 0.000 300.000
17060991 0.090 46.077 1.490 0.020 1.439 0.000 750.000
17062103 0.090 3.998 1.450 0.011 1.442 0.000 550.000
17063416 0.090 19.897 1.482 0.087 1.296 0.106 3000.000
17072228 0.090 4.284 1.425 0.023 1.592 0.046 4400.000
17072717 0.090 11.278 1.441 0.031 1.593 0.047 3900.000
17073831 0.090 1.571 1.454 0.025 1.589 0.033 2000.000
17074530 0.090 7.113 1.380 0.021 1.589 0.049 5300.000
17075831 0.090 1.208 1.380 0.017 1.589 0.048 5200.000
17075951 0.090 2.618 1.400 0.011 1.591 0.046 4800.000
17077979 0.090 25.133 1.461 0.022 1.591 0.033 750.000
170832 0.000 53.407 1.494 0.020 1.356 0.004 1000.000
17086535 0.090 83.776 1.450 0.019 1.591 0.033 750.000
1708783 0.000 2.094 1.471 0.032 1.540 0.000 150.000
17090984 0.090 12.566 1.479 0.068 1.598 0.033 200.000
17091933 0.090 46.297 1.449 0.018 1.591 0.033 950.000
17093160 0.090 31.416 1.440 0.018 1.593 0.033 300.000
17094252 0.090 8.850 1.328 0.061 1.590 0.048 7100.000
17096999 0.090 44.880 1.475 0.055 1.597 0.033 210.000
17097079 0.090 13.228 1.448 0.017 1.591 0.033 950.000
17099635 0.090 9.163 1.395 0.009 1.591 0.046 4800.000
17102399 0.090 5.386 1.457 0.018 1.592 0.033 350.000
17106801 0.090 53.856 1.484 0.023 1.592 0.033 350.000
17107473 0.090 0.503 1.895 0.194 1.610 0.083 100000.000
17110451 0.090 62.832 1.469 0.021 1.601 0.033 150.000
17111507 0.090 299.199 1.449 0.020 1.597 0.033 210.000
17115661 0.090 4.488 1.445 0.010 1.597 0.033 210.000
17118664 0.090 8.037 1.490 0.055 1.592 0.046 4300.000
17119026 0.090 59.341 1.490 0.020 1.591 0.033 900.000
1712036 0.000 9.498 1.474 0.047 1.428 0.147 4300.000
17124068 0.090 2.964 1.369 0.025 1.589 0.049 5300.000
17126911 0.090 14.444 1.419 0.020 1.505 0.089 4350.000
17127709 0.090 3.142 1.447 0.024 1.492 0.017 2000.000
1713089 0.000 0.591 1.441 0.029 1.429 0.147 4250.000
1715065 0.000 2.976 1.403 0.005 1.446 0.000 950.000
1715387 0.000 3.415 1.398 0.008 1.421 0.143 4600.000
17154608 0.090 10.472 1.449 0.014 1.516 0.017 600.000
17155564 0.090 10.077 1.404 0.031 1.505 0.096 5300.000
17156485 0.090 0.722 1.407 0.011 1.505 0.089 4350.000
17158274 0.090 2.513 1.478 0.021 1.512 0.017 1000.000
17165103 0.090 11.555 1.474 0.047 1.505 0.089 4350.000
17165108 0.090 10.258 1.468 0.045 1.498 0.086 4900.000
17168065 0.090 8.378 1.408 0.005 1.515 0.017 750.000
17169165 0.090 418.879 1.469 0.021 1.565 0.017 150.000
17170172 0.090 22.440 1.486 0.020 1.515 0.017 700.000
17170714 0.090 439.823 1.486 0.037 1.575 0.017 100.000
17172718 0.090 52.360 1.445 0.013 1.513 0.017 900.000
17173400 0.090 1.396 1.398 0.002 1.513 0.017 900.000
17174975 0.090 8.976 1.362 0.030 1.441 0.090 7000.000
17175809 0.090 20.944 1.490 0.021 1.519 0.017 450.000
17176521 0.090 8.145 1.485 0.055 1.507 0.100 5400.000
17179799 0.090 3.415 1.498 0.059 1.502 0.088 4600.000
17182240 0.090 0.681 1.613 0.648 1.785 0.390 60000.000
17184669 0.090 0.683 1.474 0.077 1.620 0.037 230.000
17184872 0.090 0.942 1.448 0.021 1.620 0.037 1000.000
17187720 0.090 35.343 1.457 0.022 1.620 0.037 800.000
17189285 0.090 2.049 1.413 0.017 1.620 0.050 4600.000
17189802 0.090 0.864 2.351 0.411 1.620 0.050 40000.000
17190110 0.090 2.513 1.483 0.776 1.620 0.050 20000.000
17190249 0.090 259.523 1.477 0.078 1.620 0.037 230.000
17191463 0.090 4.072 1.367 0.024 1.620 0.050 5400.000
17194926 0.090 0.714 1.423 0.022 1.620 0.050 4400.000
17196787 0.090 0.615 1.405 0.013 1.620 0.050 4600.000
17200808 0.090 3.142 1.465 0.065 1.620 0.037 3000.000
17203112 0.090 6.016 1.401 0.011 1.620 0.050 4700.000
1721903 0.000 10.271 1.376 0.019 1.426 0.149 5200.000
172192 0.000 31.416 1.396 0.000 1.359 0.004 800.000
17219819 0.090 18.850 1.471 0.032 1.620 0.037 150.000
17224449 0.090 5.544 1.396 0.058 1.620 0.050 6800.000
17224514 0.090 5.752 1.390 0.059 1.620 0.050 7100.000
17228323 0.090 90.757 1.486 0.021 1.620 0.037 450.000
17229588 0.090 1.282 1.434 0.029 1.620 0.050 4900.000
17229977 0.090 0.838 1.737 0.324 1.620 0.050 30000.000
17232138 0.090 5.464 1.359 0.033 1.620 0.050 6900.000
17233400 0.090 28.560 1.490 0.027 1.620 0.037 220.000
17233710 0.090 99.960 1.490 0.027 1.620 0.037 220.000
17235282 0.090 0.785 1.450 0.030 1.620 0.050 4000.000
17247499 0.090 8.870 1.425 0.022 1.429 0.147 4250.000
17254794 0.090 62.832 1.449 0.025 1.496 0.000 300.000
17264166 0.090 7.854 1.450 0.018 1.449 0.000 800.000
17267759 0.090 3.383 1.473 0.020 1.452 0.000 650.000
17268146 0.090 2.922 1.459 0.040 1.428 0.147 4300.000
17270440 0.090 7.306 1.435 0.026 1.428 0.147 4300.000
17270964 0.090 0.754 1.963 0.341 2.018 0.722 75000.000
17272107 0.090 9.425 1.403 0.011 1.405 0.001 2000.000
17273400 0.090 2.618 1.477 0.019 1.453 0.000 600.000
17273934 0.090 0.628 1.494 0.375 1.895 0.056 20000.000
17277189 0.090 1.323 1.410 0.007 1.446 0.000 950.000
17277647 0.090 0.898 1.352 0.046 1.288 0.143 7000.000
17284865 0.090 3.590 1.487 0.022 1.480 0.000 350.000
17287959 0.090 209.440 1.469 0.028 1.523 0.000 210.000
17302538 0.100 6.283 1.457 0.022 1.335 0.000 500.000
17306308 0.100 28.274 1.486 0.085 1.464 0.000 100.000
17312873 0.100 0.754 2.095 0.471 1.519 0.385 50000.000
17316278 0.100 1.091 1.686 0.684 1.333 0.201 14400.000
17318214 0.100 94.248 1.470 0.064 1.396 0.000 200.000
17333879 0.100 4.620 1.385 0.063 1.309 0.049 6800.000
17343550 0.100 5.760 1.465 0.056 1.265 0.107 6000.000
17349179 0.100 6.653 1.490 0.055 1.345 0.007 4250.000
17352011 0.100 1.795 1.494 0.020 1.344 0.000 350.000
17354792 0.100 219.911 1.484 0.000 1.464 0.000 100.000
17357338 0.100 242.759 1.481 0.092 1.396 0.000 220.000
17358094 0.100 3.142 1.447 0.020 1.343 0.000 700.000
17364505 0.100 4.654 1.367 0.024 1.315 0.061 5400.000
17366091 0.100 14.500 1.460 0.020 1.344 0.000 650.000
1737184 0.010 209.440 1.475 0.071 1.369 0.000 240.000
17376076 0.100 35.343 1.430 0.014 1.342 0.000 800.000
17379251 0.100 0.506 1.431 0.025 1.350 0.021 4350.000
17384008 0.100 68.068 1.473 0.019 1.344 0.000 600.000
17385000 0.100 3.665 1.449 0.014 1.344 0.000 600.000
17397173 0.100 5.236 1.432 0.027 1.339 0.024 4800.000
17399291 0.100 4.937 1.357 0.038 1.317 0.045 7000.000
17400440 0.100 3.590 1.486 0.020 1.343 0.000 700.000
17401020 0.100 4.928 1.476 0.050 1.329 0.034 5100.000
17405823 0.100 2.732 1.490 0.027 1.390 0.000 230.000
17406276 0.100 0.942 1.492 0.025 1.363 0.254 3000.000
17410981 0.100 58.643 1.494 0.020 1.342 0.000 750.000
17414224 0.100 2.565 1.398 0.011 1.357 0.015 4900.000
17415109 0.100 1.885 2.382 0.857 1.558 0.300 30000.000
17415761 0.100 1.100 1.447 0.024 1.337 0.005 2000.000
17418789 0.100 91.392 1.456 0.020 1.362 0.004 550.000
17428550 0.100 10.670 1.373 0.021 1.338 0.042 5300.000
17429660 0.100 3.342 1.433 0.028 1.362 0.014 4700.000
17438158 0.100 11.088 1.408 0.022 1.349 0.025 5100.000
17438760 0.100 2.094 1.423 0.012 1.358 0.004 900.000
17441695 0.100 7.563 1.433 0.041 1.333 0.050 5400.000
17448631 0.100 0.683 1.431 0.026 1.364 0.013 4600.000
17450768 0.100 157.080 1.484 0.032 1.480 0.004 100.000
17451092 0.100 52.360 1.416 0.006 1.361 0.004 600.000
17452454 0.100 6.283 1.482 0.021 1.363 0.004 500.000
17454449 0.100 3.142 1.439 0.015 1.337 0.005 2000.000
17456749 0.100 5.914 1.406 0.008 1.372 0.011 4250.000
17461281 0.100 12.435 1.436 0.029 1.359 0.015 4800.000
17467065 0.100 1.990 1.657 0.257 1.558 0.300 30000.000
17477966 0.100 4.712 1.337 0.044 1.294 0.109 6000.000
17478269 0.100 9.163 1.406 0.015 1.349 0.019 4800.000
17487367 0.100 22.176 1.465 0.022 1.350 0.002 850.000
17489744 0.100 7.706 1.392 0.026 1.329 0.047 5300.000
17489831 0.100 224.399 1.478 0.072 1.407 0.002 210.000
17492317 0.100 1.795 1.474 0.026 1.364 0.002 350.000
17495200 0.100 4.742 1.398 0.028 1.329 0.047 5300.000
17496361 0.100 0.785 1.412 0.014 1.327 0.003 2000.000
17504912 0.100 39.270 1.478 0.021 1.350 0.002 800.000
17508069 0.100 4.570 1.419 0.006 1.353 0.002 550.000
17508699 0.100 14.137 1.394 0.009 1.327 0.003 2000.000
17508848 0.100 3.840 1.322 0.259 1.305 0.069 9000.000
17510547 0.100 55.851 1.482 0.021 1.357 0.002 450.000
17515130 0.100 261.799 1.439 0.016 1.389 0.002 240.000
17517008 0.100 19.897 1.488 0.028 1.379 0.251 3000.000
17519737 0.100 0.806 1.415 0.020 1.370 0.038 3900.000
17519945 0.100 1.571 1.313 0.032 1.302 0.061 8000.000
1752339 0.010 8.195 1.445 0.033 1.335 0.009 4600.000
17523688 0.100 31.416 1.457 0.013 1.370 0.002 300.000
17533309 0.100 11.088 1.457 0.023 1.353 0.000 850.000
17534084 0.100 3.272 1.746 0.845 1.468 0.200 14400.000
17536019 0.100 335.103 1.485 0.096 1.452 0.000 150.000
17537385 0.100 104.720 1.475 0.079 1.416 0.000 210.000
17537683 0.100 1.152 2.234 0.749 1.614 0.268 30000.000
17544960 0.100 26.180 1.464 0.019 1.356 0.000 600.000
1754724 0.010 628.319 1.486 0.068 1.464 0.000 100.000
1754770 0.010 8.850 1.348 0.076 1.317 0.034 7100.000
17548976 0.100 251.327 1.485 0.064 1.482 0.000 100.000
17548984 0.100 83.776 1.445 0.022 1.378 0.000 300.000
17550999 0.100 5.437 1.428 0.033 1.336 0.055 5200.000
17553318 0.100 251.327 1.479 0.068 1.422 0.000 200.000
17554665 0.100 2.356 1.203 0.057 1.267 0.136 8000.000
17558218 0.100 28.560 1.473 0.051 1.410 0.000 220.000
1756066 0.010 5.928 1.372 0.022 1.307 0.041 5300.000
1756131 0.010 5.082 1.339 0.060 1.309 0.049 6800.000
17564042 0.100 94.248 1.485 0.048 1.482 0.000 100.000
17566641 0.100 0.583 1.842 0.526 1.618 0.453 70000.000
17568368 0.100 3.491 1.373 0.277 1.363 0.153 9000.000
17573670 0.100 11.781 1.486 0.020 1.354 0.000 800.000
1757483 0.010 1.444 1.458 0.039 1.342 0.007 4350.000
17580980 0.100 3.770 1.450 0.011 1.359 0.000 500.000
17586749 0.100 2.900 1.451 0.020 1.389 0.007 650.000
1758698 0.010 0.654 1.469 0.044 1.369 0.000 240.000
17587493 0.100 43.499 1.451 0.020 1.389 0.007 650.000
17592508 0.100 6.283 1.462 0.033 1.403 0.007 300.000
17598337 0.100 6.283 1.459 0.026 1.399 0.007 350.000
17598903 0.100 29.322 1.451 0.020 1.388 0.007 750.000
17608235 0.100 0.628 1.805 0.626 1.298 0.051 10000.000
17610672 0.100 143.990 1.470 0.051 1.419 0.007 240.000
17612512 0.100 3.142 1.251 0.409 1.334 0.042 9000.000
17616519 0.100 9.666 1.445 0.032 1.406 0.035 3900.000
17617624 0.100 4.189 1.421 0.007 1.390 0.007 600.000
17629027 0.100 5.386 1.423 0.006 1.399 0.007 350.000
17629094 0.100 3.665 1.411 0.004 1.390 0.007 600.000
17629887 0.100 230.383 1.469 0.021 1.468 0.007 150.000
176304 0.000 7.392 1.387 0.013 1.339 0.029 5100.000
17630703 0.100 1.396 1.486 0.021 1.393 0.007 450.000
17630900 0.100 1.571 1.486 0.021 1.386 0.007 1000.000
17633678 0.100 78.540 1.452 0.013 1.395 0.007 400.000
17639170 0.100 2.212 1.418 0.047 1.378 0.037 7100.000
17641208 0.100 4.312 1.498 0.059 1.379 0.027 5100.000
17641425 0.100 138.230 1.492 0.020 1.414 0.007 250.000
17646632 0.100 26.180 1.472 0.070 1.409 0.004 240.000
17646648 0.100 6.283 1.448 0.021 1.368 0.004 1000.000
17651502 0.100 10.670 1.380 0.021 1.351 0.053 5300.000
17652345 0.100 4.833 1.441 0.016 1.373 0.004 650.000
17653958 0.100 2.244 1.460 0.022 1.372 0.004 700.000
17657125 0.100 52.911 1.451 0.021 1.369 0.004 950.000
17658242 0.100 9.425 1.435 0.016 1.368 0.004 1000.000
17664606 0.100 408.407 1.485 0.064 1.489 0.004 100.000
17665492 0.100 1.963 1.469 0.021 1.371 0.004 800.000
17669403 0.100 0.942 1.412 0.014 1.347 0.005 2000.000
176733 0.000 12.976 1.408 0.015 1.354 0.018 4600.000
17673979 0.100 62.832 1.453 0.017 1.377 0.004 450.000
17674217 0.100 272.271 1.481 0.058 1.460 0.004 150.000
17674705 0.100 1.257 1.932 0.376 1.578 0.378 50000.000
17675496 0.100 1.186 1.371 0.023 1.351 0.053 5300.000
17679469 0.100 1.795 1.387 0.065 1.347 0.047 7000.000
17685128 0.100 94.248 1.485 0.039 1.489 0.004 100.000
17685678 0.100 0.864 1.825 0.375 1.586 0.326 40000.000
17686136 0.100 85.272 1.448 0.014 1.372 0.004 700.000
17686826 0.100 0.838 1.470 0.139 1.388 0.230 3000.000
17689431 0.100 8.055 1.484 0.050 1.386 0.044 3900.000
17691795 0.100 11.610 1.439 0.029 1.372 0.027 4600.000
17695129 0.100 33.264 1.490 0.020 1.370 0.004 850.000
17697695 0.100 8.778 1.418 0.050 1.342 0.059 6800.000
17699335 0.100 134.640 1.494 0.020 1.385 0.004 350.000
1771300 0.010 25.133 1.445 0.014 1.327 0.000 1000.000
17718385 0.100 9.666 1.453 0.036 1.373 0.065 3900.000
17719108 0.100 2.856 1.476 0.067 1.424 0.000 220.000
17723992 0.100 1.414 1.488 0.531 1.604 0.292 20000.000
17726998 0.100 1.745 1.423 0.012 1.364 0.000 900.000
17746900 0.100 24.435 1.486 0.021 1.364 0.000 900.000
17755352 0.100 11.262 1.428 0.040 1.345 0.075 5300.000
17756388 0.100 15.708 1.494 0.020 1.362 0.000 1000.000
17757926 0.100 6.283 1.408 0.000 1.377 0.000 400.000
17768572 0.100 1.178 2.274 0.463 1.549 0.284 40000.000
17770653 0.100 13.792 1.442 0.031 1.430 0.019 4100.000
17771791 0.100 1.571 1.891 0.811 1.339 0.051 10000.000
1778162 0.010 6.283 1.449 0.011 1.396 0.000 200.000
17784065 0.100 6.676 1.208 0.070 1.390 0.039 8000.000
17784712 0.100 3.770 1.429 0.011 1.420 0.011 500.000
17792473 0.100 1.100 1.479 0.023 1.400 0.012 2000.000
17804116 0.100 7.069 1.487 0.021 1.423 0.011 400.000
17806354 0.100 22.440 1.448 0.012 1.418 0.011 700.000
17807650 0.100 3.142 1.413 0.002 1.423 0.011 400.000
1781663 0.010 14.444 1.490 0.055 1.342 0.007 4350.000
17817382 0.100 6.283 1.463 0.036 1.412 0.006 300.000
17820546 0.100 133.518 1.452 0.022 1.400 0.006 400.000
17825390 0.100 7.854 1.441 0.018 1.391 0.006 800.000
17832648 0.100 1.257 1.466 0.022 1.389 0.006 1000.000
17833452 0.100 27.925 1.465 0.022 1.390 0.006 900.000
17835571 0.100 7.944 1.428 0.023 1.396 0.035 4350.000
17835868 0.100 62.832 1.451 0.019 1.391 0.006 800.000
17838474 0.100 1.745 1.470 0.022 1.390 0.006 900.000
17841200 0.100 35.343 1.450 0.018 1.391 0.006 800.000
17841391 0.100 18.850 1.446 0.020 1.368 0.007 2000.000
17846935 0.100 2.513 1.718 0.525 1.410 0.089 10000.000
17847294 0.100 8.976 1.421 0.022 1.384 0.036 4900.000
1784995 0.010 57.999 1.494 0.020 1.332 0.000 650.000
17853180 0.100 11.424 1.436 0.027 1.395 0.035 4400.000
17853299 0.100 13.792 1.442 0.028 1.402 0.034 4100.000
1785996 0.010 0.628 1.473 0.160 1.371 0.272 3000.000
17860946 0.100 5.934 1.357 0.184 1.391 0.126 9000.000
17861960 0.100 31.416 1.488 0.024 1.412 0.006 300.000
17868790 0.100 78.540 1.490 0.020 1.391 0.006 800.000
17872133 0.100 68.544 1.494 0.020 1.394 0.006 550.000
17872378 0.100 125.664 1.494 0.020 1.400 0.006 400.000
17881378 0.100 20.944 1.452 0.022 1.376 0.000 900.000
17883878 0.100 8.891 1.373 0.020 1.357 0.086 5300.000
17888262 0.100 0.628 1.435 0.016 1.374 0.000 1000.000
17898818 0.100 4.928 1.408 0.022 1.359 0.070 5100.000
17899712 0.100 1.571 1.465 0.053 1.448 0.000 200.000
17900894 0.100 143.990 1.453 0.039 1.427 0.000 240.000
17910617 0.100 0.539 1.888 0.312 1.717 0.521 70000.000
1791927 0.010 13.464 1.484 0.091 1.403 0.000 210.000
17935523 0.100 6.646 1.380 0.016 1.436 0.039 5200.000
17936018 0.100 11.704 1.387 0.013 1.439 0.033 5100.000
1795003 0.010 10.472 1.374 0.024 1.315 0.061 5400.000
17953385 0.100 8.976 1.337 0.069 1.440 0.040 7000.000
17959499 0.100 1.323 1.474 0.022 1.445 0.015 950.000
17965653 0.100 0.628 1.456 0.039 1.443 0.027 5000.000
17971987 0.100 3.927 1.370 0.069 1.423 0.041 8000.000
1797331 0.010 1.714 1.460 0.020 1.345 0.000 550.000
17973475 0.100 1.178 1.314 0.057 1.423 0.041 8000.000
17979290 0.100 2.674 1.437 0.029 1.448 0.026 4700.000
17994611 0.100 1.745 1.381 0.026 1.393 0.072 5400.000
17994974 0.100 6.426 1.425 0.023 1.413 0.044 4400.000
17997081 0.100 8.666 1.422 0.021 1.414 0.044 4350.000
18001647 0.100 1.795 1.459 0.026 1.426 0.007 350.000
18002383 0.100 104.720 1.484 0.087 1.490 0.007 150.000
18002992 0.100 2.199 1.491 0.709 1.591 0.257 20000.000
18010972 0.100 12.700 1.401 0.011 1.407 0.044 4700.000
18012871 0.100 132.645 1.471 0.022 1.418 0.007 450.000
18012944 0.100 62.832 1.470 0.022 1.409 0.007 1000.000
18013253 0.100 0.992 1.449 0.018 1.410 0.007 950.000
18015617 0.100 0.739 1.412 0.013 1.417 0.043 4250.000
18016742 0.100 11.704 1.384 0.013 1.399 0.052 5100.000
18017788 0.100 3.653 1.459 0.040 1.415 0.044 4300.000
18018482 0.100 8.378 1.413 0.050 1.380 0.113 6000.000
1801893 0.010 1.571 1.812 0.712 1.306 0.076 10000.000
18019383 0.100 5.141 1.451 0.015 1.415 0.007 550.000
18019403 0.100 0.615 1.428 0.024 1.409 0.044 4600.000
18020292 0.100 1.100 2.000 0.387 1.654 0.267 40000.000
1802620 0.010 12.138 1.412 0.015 1.349 0.021 4400.000
1803584 0.010 28.560 1.484 0.070 1.396 0.000 220.000
18039487 0.100 10.349 1.404 0.006 1.417 0.043 4250.000
18039687 0.100 7.854 1.355 0.037 1.375 0.070 6800.000
18044834 0.100 3.187 1.499 0.060 1.374 0.064 6900.000
1804646 0.010 119.381 1.465 0.021 1.347 0.000 500.000
18051333 0.100 12.976 1.408 0.015 1.378 0.076 4600.000
18053995 0.100 0.665 1.425 0.022 1.387 0.077 4250.000
1805413 0.010 0.589 1.415 0.019 1.339 0.024 4800.000
18054291 0.100 24.166 1.451 0.019 1.392 0.000 650.000
1805461 0.010 3.307 1.450 0.019 1.339 0.000 950.000
18056393 0.100 71.808 1.451 0.024 1.412 0.000 350.000
18056413 0.100 5.914 1.419 0.018 1.387 0.077 4250.000
18056665 0.100 8.195 1.407 0.014 1.378 0.076 4600.000
18057757 0.100 7.181 1.467 0.028 1.412 0.000 350.000
18062376 0.100 6.520 1.373 0.021 1.370 0.098 5300.000
18062876 0.100 8.651 1.332 0.074 1.311 0.095 6900.000
18070285 0.100 85.680 1.469 0.020 1.393 0.000 550.000
18070448 0.100 2.670 1.488 0.531 1.688 0.224 20000.000
18076163 0.100 356.047 1.487 0.063 1.485 0.000 150.000
18076914 0.100 7.330 1.459 0.023 1.423 0.000 300.000
18076976 0.100 8.378 1.459 0.023 1.423 0.000 300.000
18085001 0.100 2.618 1.394 0.009 1.373 0.075 4800.000
18086733 0.100 0.722 1.474 0.047 1.384 0.077 4350.000
18089060 0.100 125.664 1.473 0.039 1.461 0.000 200.000
18090511 0.100 0.690 1.409 0.008 1.391 0.077 4100.000
18093161 0.100 83.776 1.486 0.021 1.398 0.000 450.000
