 coating x n_core k_core n_shell k_shell lambda
59187466 0.340 8.021 1.452 0.037 1.370 0.027 4700.000
59190635 0.340 0.582 1.365 0.028 1.347 0.061 5400.000
59191361 0.340 20.420 1.403 0.011 1.347 0.005 2000.000
59194263 0.340 4.887 1.452 0.015 1.377 0.004 450.000
59200497 0.340 2.244 1.398 0.059 1.347 0.047 7000.000
59202075 0.340 6.283 1.416 0.005 1.377 0.004 450.000
5920324 0.030 10.472 1.487 0.037 1.448 0.007 240.000
59207958 0.340 28.560 1.441 0.009 1.420 0.004 220.000
59208687 0.340 2.652 1.511 0.247 1.448 0.211 15400.000
59212367 0.340 76.794 1.451 0.011 1.377 0.004 450.000
59225409 0.340 2.732 1.407 0.014 1.361 0.049 4600.000
59226103 0.340 6.732 1.327 0.085 1.310 0.067 7000.000
59228013 0.340 10.244 1.427 0.024 1.361 0.049 4600.000
59229117 0.340 6.614 1.451 0.021 1.363 0.000 950.000
5922949 0.030 7.662 1.444 0.029 1.420 0.043 4100.000
59235775 0.340 7.181 1.352 0.083 1.310 0.067 7000.000
5924265 0.030 0.524 1.364 0.029 1.393 0.072 5400.000
59242809 0.340 41.888 1.431 0.012 1.374 0.000 450.000
59249055 0.340 0.583 1.918 0.486 1.668 0.487 70000.000
59255096 0.340 56.549 1.409 0.007 1.362 0.000 1000.000
59260943 0.340 11.054 1.364 0.029 1.343 0.083 5400.000
59270542 0.340 13.881 1.446 0.031 1.369 0.049 4300.000
59277717 0.340 62.832 1.447 0.018 1.419 0.011 550.000
59280943 0.340 4.833 1.451 0.019 1.418 0.011 650.000
59280996 0.340 26.180 1.475 0.071 1.444 0.011 240.000
59293066 0.340 3.491 1.191 0.562 1.369 0.043 9000.000
5929354 0.030 8.850 1.404 0.053 1.369 0.067 7100.000
59297391 0.340 12.293 1.445 0.033 1.421 0.021 4600.000
59301005 0.340 2.856 1.604 0.544 1.438 0.180 15400.000
59306166 0.340 71.400 1.455 0.037 1.454 0.011 220.000
59307877 0.340 0.582 1.446 0.044 1.397 0.050 5400.000
59311205 0.340 0.661 1.410 0.007 1.415 0.011 950.000
59314205 0.340 4.488 1.444 0.072 1.410 0.039 7000.000
59316281 0.340 74.256 1.450 0.013 1.419 0.011 550.000
59319730 0.340 0.942 1.500 0.219 1.522 0.290 20000.000
59325894 0.340 58.344 1.490 0.020 1.418 0.011 700.000
5932718 0.030 408.407 1.486 0.028 1.513 0.007 100.000
5933136 0.030 8.407 1.479 0.064 1.369 0.067 7100.000
59335745 0.340 152.592 1.455 0.027 1.406 0.006 350.000
59342884 0.340 31.416 1.461 0.022 1.391 0.006 800.000
5934341 0.030 55.851 1.451 0.011 1.418 0.007 450.000
59350201 0.340 7.392 1.450 0.019 1.391 0.006 850.000
59353110 0.340 94.248 1.431 0.011 1.394 0.006 600.000
59354881 0.340 4.712 1.805 0.626 1.410 0.089 10000.000
59359020 0.340 13.368 1.399 0.010 1.389 0.036 4700.000
59359444 0.340 0.524 1.476 0.038 1.396 0.209 3000.000
59361928 0.340 3.740 1.437 0.027 1.400 0.034 4200.000
59362026 0.340 109.956 1.477 0.058 1.449 0.006 200.000
59363864 0.340 2.618 1.327 0.056 1.351 0.112 6000.000
59364678 0.340 3.927 1.587 0.461 1.477 0.178 14400.000
59371972 0.340 8.976 1.475 0.048 1.400 0.034 4200.000
59385445 0.340 4.712 1.385 0.048 1.323 0.113 8000.000
5938598 0.030 2.199 1.600 0.290 1.591 0.257 20000.000
59394407 0.340 7.392 1.457 0.023 1.377 0.000 850.000
59400739 0.340 8.429 1.442 0.031 1.382 0.063 4100.000
5940385 0.030 6.981 1.368 0.022 1.371 0.105 5400.000
59405761 0.340 0.613 1.449 0.034 1.382 0.063 4100.000
59406878 0.340 12.716 1.446 0.033 1.380 0.063 4200.000
59410286 0.340 7.854 1.422 0.016 1.385 0.063 4000.000
59417867 0.340 3.696 1.409 0.074 1.316 0.090 6800.000
59422804 0.340 1.396 1.478 0.021 1.376 0.000 900.000
59424591 0.340 1.795 1.457 0.018 1.398 0.000 350.000
59440490 0.340 0.641 1.488 0.054 1.362 0.062 4900.000
59441762 0.340 0.654 1.462 0.017 1.427 0.000 240.000
59447347 0.340 132.645 1.407 0.000 1.386 0.000 450.000
59454238 0.340 20.944 1.452 0.022 1.445 0.015 900.000
59455532 0.340 3.142 1.443 0.017 1.449 0.015 500.000
59458203 0.340 33.510 1.461 0.022 1.446 0.015 750.000
59460690 0.340 17.802 1.462 0.061 1.471 0.178 3000.000
59463426 0.340 0.571 1.441 0.031 1.452 0.025 4400.000
59464332 0.340 146.608 1.472 0.031 1.457 0.015 300.000
59473238 0.340 0.698 1.251 0.409 1.405 0.044 9000.000
59475965 0.340 5.890 1.283 0.074 1.423 0.041 8000.000
59485058 0.340 5.498 1.414 0.010 1.459 0.023 4000.000
59487469 0.340 55.440 1.482 0.021 1.445 0.015 850.000
59495147 0.340 134.640 1.455 0.014 1.454 0.015 350.000
59501209 0.340 0.853 1.645 0.347 1.559 0.251 70000.000
59502400 0.340 83.776 1.494 0.020 1.457 0.015 300.000
59503710 0.340 3.142 1.399 0.000 1.447 0.015 700.000
5950512 0.030 0.628 1.486 0.087 1.509 0.000 100.000
59506957 0.340 11.479 1.381 0.016 1.397 0.059 5200.000
59508544 0.340 73.304 1.446 0.017 1.414 0.007 600.000
59510590 0.340 83.776 1.455 0.019 1.414 0.007 600.000
59514192 0.340 41.888 1.441 0.019 1.410 0.007 900.000
59517506 0.340 1.047 1.152 0.636 1.435 0.155 9000.000
59520295 0.340 6.676 1.149 0.069 1.333 0.139 8000.000
59520686 0.340 2.856 1.484 0.070 1.458 0.007 220.000
59522188 0.340 66.759 1.465 0.022 1.412 0.007 800.000
59529307 0.340 100.531 1.468 0.047 1.444 0.007 250.000
59530856 0.340 26.180 1.453 0.039 1.448 0.007 240.000
59533532 0.340 62.832 1.473 0.021 1.413 0.007 700.000
59533710 0.340 178.024 1.479 0.028 1.433 0.007 300.000
59537740 0.340 209.440 1.436 0.014 1.433 0.007 300.000
59545397 0.340 11.479 1.463 0.046 1.397 0.059 5200.000
59547115 0.340 52.911 1.446 0.014 1.410 0.007 950.000
59550390 0.340 54.978 1.487 0.021 1.420 0.007 400.000
59550607 0.340 5.818 1.472 0.052 1.393 0.072 5400.000
59550656 0.340 8.228 1.483 0.051 1.418 0.043 4200.000
59556478 0.340 37.699 1.490 0.020 1.409 0.007 1000.000
59556575 0.340 0.583 1.601 0.086 1.638 0.386 70000.000
59556702 0.340 0.524 1.614 0.109 1.639 0.378 90000.000
59559771 0.340 2.218 1.497 0.059 1.417 0.043 4250.000
59560218 0.340 5.236 1.499 0.059 1.380 0.113 6000.000
59564284 0.340 62.832 1.452 0.022 1.391 0.000 700.000
59564565 0.340 5.655 2.007 1.002 1.656 0.178 10000.000
59570093 0.340 0.550 2.270 0.399 1.769 0.552 80000.000
59574247 0.340 0.746 2.182 0.337 1.769 0.552 80000.000
59576008 0.340 53.407 1.452 0.021 1.386 0.000 1000.000
59587328 0.340 0.545 2.043 0.337 1.768 0.554 75000.000
59587636 0.340 0.942 2.123 0.341 1.764 0.557 60000.000
59588839 0.340 25.872 1.423 0.011 1.389 0.000 850.000
59589119 0.340 2.244 1.604 0.544 1.673 0.203 15400.000
59590398 0.340 0.748 1.461 0.040 1.388 0.077 4200.000
5959347 0.030 5.778 1.411 0.014 1.384 0.077 4350.000
59594192 0.340 0.533 1.371 0.023 1.370 0.098 5300.000
59595027 0.340 175.929 1.445 0.028 1.437 0.000 250.000
59598368 0.340 188.496 1.485 0.048 1.509 0.000 100.000
59599241 0.340 273.182 1.469 0.040 1.447 0.000 230.000
59600329 0.340 3.625 1.377 0.019 1.369 0.090 5200.000
59601914 0.340 6.283 1.482 0.021 1.395 0.000 500.000
59609725 0.340 20.944 1.451 0.013 1.398 0.000 450.000
59610498 0.340 8.891 1.422 0.038 1.370 0.098 5300.000
5961207 0.030 5.055 1.450 0.035 1.384 0.077 4350.000
59613932 0.340 141.372 1.490 0.028 1.461 0.000 200.000
59614059 0.340 150.250 1.490 0.027 1.447 0.000 230.000
59616233 0.340 134.640 1.455 0.012 1.412 0.000 350.000
59621881 0.340 62.832 1.451 0.020 1.476 0.019 650.000
59621965 0.340 8.796 1.394 0.009 1.472 0.031 5000.000
59626836 0.340 7.069 1.456 0.023 1.479 0.019 400.000
59629417 0.340 3.142 1.877 0.809 1.419 0.050 10000.000
59630432 0.340 3.927 1.464 0.024 1.479 0.019 400.000
59633400 0.340 204.204 1.482 0.087 1.508 0.019 200.000
5963610 0.030 67.320 1.450 0.017 1.391 0.000 700.000
59642205 0.340 13.464 1.486 0.067 1.505 0.019 210.000
59642431 0.340 1.386 1.391 0.077 1.464 0.049 6800.000
5965050 0.030 5.114 1.411 0.013 1.385 0.077 4300.000
59650876 0.340 0.785 2.030 0.344 1.569 0.217 60000.000
59652530 0.340 7.053 1.393 0.009 1.474 0.031 4900.000
59653104 0.340 3.142 1.550 0.511 1.550 0.222 20000.000
59654760 0.340 10.695 1.461 0.041 1.476 0.030 4700.000
59654768 0.340 8.378 1.431 0.052 1.442 0.079 6000.000
59656567 0.340 6.468 1.385 0.063 1.464 0.049 6800.000
59660572 0.340 66.759 1.482 0.021 1.475 0.019 800.000
59667549 0.340 1.020 1.541 0.277 1.490 0.143 15400.000
59671635 0.340 4.039 1.481 0.064 1.470 0.042 7000.000
59677078 0.340 2.856 1.399 0.005 1.480 0.029 4400.000
59677808 0.340 62.832 1.396 0.000 1.475 0.019 800.000
59677914 0.340 565.487 1.484 0.000 1.542 0.019 100.000
59680471 0.340 2.900 1.446 0.018 1.434 0.009 650.000
59681801 0.340 8.316 1.323 0.083 1.391 0.075 6800.000
5968247 0.030 8.976 1.475 0.055 1.456 0.000 210.000
59686615 0.340 9.921 1.441 0.019 1.430 0.009 950.000
59687046 0.340 39.270 1.441 0.018 1.432 0.009 800.000
59693545 0.340 0.628 1.480 0.056 1.464 0.009 250.000
59697290 0.340 14.280 1.426 0.023 1.432 0.053 4400.000
59698589 0.340 7.392 1.414 0.015 1.435 0.053 4250.000
59698852 0.340 6.374 1.336 0.067 1.389 0.070 6900.000
5970576 0.030 1.848 1.384 0.013 1.369 0.082 5100.000
5970605 0.030 54.636 1.452 0.034 1.447 0.000 230.000
59708656 0.340 2.670 1.514 0.509 1.619 0.223 20000.000
59708816 0.340 15.708 1.442 0.028 1.439 0.053 4000.000
59722122 0.340 282.743 1.453 0.021 1.484 0.009 200.000
59724853 0.340 12.293 1.466 0.025 1.472 0.009 230.000
59727243 0.340 4.229 1.376 0.019 1.418 0.065 5200.000
59729420 0.340 4.867 1.479 0.064 1.383 0.075 7100.000
59730126 0.340 1.047 1.457 0.013 1.454 0.009 300.000
59731913 0.340 0.785 1.644 0.363 1.669 0.385 80000.000
5973425 0.030 11.781 1.459 0.040 1.373 0.075 4800.000
59738940 0.340 39.270 1.447 0.020 1.402 0.000 800.000
5974154 0.030 2.793 1.447 0.015 1.388 0.000 900.000
59742611 0.340 5.055 1.422 0.021 1.393 0.091 4350.000
5974494 0.030 0.873 1.599 0.436 1.670 0.199 14400.000
59745116 0.340 0.838 2.320 0.394 1.814 0.592 60000.000
59749796 0.340 0.838 1.461 0.086 1.321 0.161 3000.000
59754127 0.340 33.833 1.450 0.017 1.404 0.000 650.000
59754900 0.340 8.651 1.352 0.079 1.310 0.105 6900.000
59759801 0.340 1.963 1.208 0.070 1.220 0.340 8000.000
59764590 0.340 0.628 1.486 0.058 1.518 0.000 100.000
59767404 0.340 4.189 1.467 0.117 1.321 0.161 3000.000
59769876 0.340 58.344 1.477 0.021 1.403 0.000 700.000
59770739 0.340 3.491 1.452 0.015 1.410 0.000 450.000
59771522 0.340 1.745 1.599 0.436 1.737 0.198 14400.000
59775918 0.340 7.740 1.445 0.070 1.310 0.105 6900.000
59783111 0.340 4.039 1.410 0.053 1.301 0.099 7000.000
59785019 0.340 6.500 1.401 0.006 1.393 0.091 4350.000
59785561 0.340 86.998 1.405 0.002 1.404 0.000 650.000
59786937 0.340 6.896 1.490 0.055 1.399 0.092 4100.000
59789229 0.340 12.083 1.453 0.036 1.393 0.099 3900.000
59791086 0.340 43.982 1.494 0.020 1.397 0.000 1000.000
59799386 0.340 1.047 1.451 0.018 1.505 0.022 600.000
5979983 0.030 2.976 1.446 0.014 1.387 0.000 950.000
5980434 0.030 4.312 1.424 0.029 1.369 0.082 5100.000
59812515 0.340 0.565 2.408 0.443 1.580 0.184 100000.000
59821013 0.340 14.960 1.487 0.059 1.528 0.022 210.000
59821430 0.340 2.443 1.288 0.422 1.477 0.046 9000.000
59824948 0.340 1.428 1.406 0.011 1.508 0.033 4400.000
59835625 0.340 8.527 1.398 0.059 1.500 0.044 7000.000
5984222 0.030 2.732 1.463 0.067 1.311 0.095 6900.000
59842482 0.340 20.944 1.398 0.002 1.503 0.022 900.000
59842816 0.340 5.008 1.359 0.033 1.498 0.047 6900.000
59844873 0.340 0.817 1.591 0.099 1.580 0.184 50000.000
59852141 0.340 87.965 1.474 0.071 1.484 0.011 250.000
598549 0.000 62.832 1.487 0.071 1.474 0.000 150.000
59855931 0.340 28.999 1.456 0.020 1.454 0.011 650.000
59861334 0.340 0.942 1.464 0.047 1.421 0.146 3000.000
59863631 0.340 4.597 1.433 0.025 1.455 0.062 4100.000
59864050 0.340 81.681 1.452 0.019 1.456 0.011 500.000
59864471 0.340 0.597 2.528 0.455 1.700 0.364 100000.000
59868504 0.340 1.571 1.480 0.077 1.502 0.011 200.000
59874077 0.340 0.853 2.031 0.173 1.698 0.387 70000.000
59877232 0.340 1.745 1.618 0.540 1.621 0.154 14400.000
59879594 0.340 0.785 2.005 0.199 1.697 0.388 60000.000
59882639 0.340 62.832 1.473 0.042 1.520 0.011 150.000
59887437 0.340 14.500 1.447 0.033 1.453 0.071 3900.000
59892882 0.340 68.068 1.449 0.013 1.455 0.011 600.000
59896106 0.340 15.708 1.486 0.020 1.455 0.011 600.000
59900494 0.340 376.991 1.484 0.011 1.538 0.011 100.000
59900747 0.340 218.546 1.438 0.009 1.492 0.011 230.000
59904285 0.340 98.736 1.455 0.012 1.467 0.011 350.000
59905641 0.340 41.888 1.488 0.020 1.520 0.011 150.000
59908298 0.340 1.021 1.613 0.648 1.722 0.208 40000.000
59910169 0.340 194.480 1.484 0.099 1.483 0.000 210.000
59911363 0.340 3.696 1.447 0.021 1.413 0.000 850.000
59912056 0.340 8.767 1.419 0.019 1.402 0.105 4300.000
59915663 0.340 4.654 1.374 0.024 1.399 0.127 5400.000
59916104 0.340 5.236 1.113 0.709 1.616 0.435 9000.000
59931688 0.340 198.968 1.475 0.030 1.452 0.000 300.000
5994000 0.030 7.069 1.497 0.059 1.393 0.078 4000.000
59940056 0.340 10.472 1.448 0.031 1.471 0.000 240.000
59940997 0.340 58.643 1.419 0.009 1.415 0.000 750.000
59942578 0.340 2.793 1.330 0.350 1.616 0.435 9000.000
59942645 0.340 0.942 1.857 0.381 1.772 0.117 30000.000
59943217 0.340 259.523 1.486 0.046 1.475 0.000 230.000
59945692 0.340 18.850 1.484 0.032 1.527 0.000 100.000
59952615 0.340 8.727 1.364 0.029 1.399 0.127 5400.000
59954366 0.340 0.628 1.710 0.120 1.863 0.627 60000.000
59959492 0.340 1.282 1.488 0.054 1.388 0.100 4900.000
59965514 0.340 2.732 1.363 0.027 1.310 0.116 6900.000
59969207 0.340 16.755 1.447 0.020 1.533 0.026 750.000
59970382 0.340 0.524 1.455 0.019 1.534 0.026 600.000
59981501 0.340 10.472 1.399 0.011 1.533 0.038 4800.000
59983362 0.340 9.617 1.428 0.025 1.532 0.038 4900.000
59989377 0.340 11.938 1.436 0.029 1.532 0.039 5000.000
59995431 0.340 0.967 1.449 0.015 1.534 0.026 650.000
59997058 0.340 13.881 1.435 0.026 1.537 0.037 4300.000
60000648 0.340 15.708 1.480 0.034 1.545 0.108 3000.000
60001688 0.340 7.854 1.453 0.016 1.536 0.026 400.000
6000427 0.030 273.182 1.474 0.077 1.498 0.019 230.000
60004778 0.340 628.319 1.484 0.032 1.573 0.026 100.000
60005046 0.340 0.698 1.482 0.021 1.533 0.026 900.000
60010134 0.340 13.614 1.470 0.139 1.545 0.108 3000.000
60015943 0.340 191.227 1.438 0.009 1.547 0.026 230.000
60019670 0.340 75.398 1.450 0.011 1.534 0.026 500.000
60022057 0.340 8.778 1.499 0.060 1.527 0.050 6800.000
60023241 0.340 2.199 1.356 0.035 1.499 0.050 10000.000
60027789 0.340 170.544 1.455 0.027 1.488 0.013 350.000
60031263 0.340 90.757 1.455 0.022 1.479 0.013 450.000
60032789 0.340 1.885 1.877 0.809 1.665 0.140 10000.000
6003497 0.030 4.398 1.399 0.012 1.472 0.031 5000.000
60043676 0.340 0.524 1.463 0.096 1.429 0.125 3000.000
60045643 0.340 7.540 1.482 0.051 1.505 0.013 250.000
60046456 0.340 52.360 1.468 0.019 1.475 0.013 600.000
60047520 0.340 0.524 1.468 0.068 1.429 0.125 3000.000
60052284 0.340 57.596 1.473 0.019 1.475 0.013 600.000
60053547 0.340 0.565 1.418 0.021 1.458 0.069 5000.000
60056146 0.340 7.854 1.406 0.011 1.468 0.071 4400.000
600568 0.000 2.565 1.416 0.020 1.362 0.062 4900.000
60063186 0.340 14.280 1.488 0.042 1.514 0.013 220.000
60063406 0.340 2.464 1.465 0.045 1.459 0.074 5100.000
60065608 0.340 94.248 1.458 0.018 1.495 0.013 300.000
60068173 0.340 13.722 1.403 0.008 1.469 0.071 4350.000
60068395 0.340 1.366 1.489 0.033 1.511 0.013 230.000
60069044 0.340 1.337 1.479 0.050 1.463 0.070 4700.000
60080392 0.340 0.513 1.389 0.008 1.460 0.069 4900.000
60081066 0.340 7.480 1.402 0.004 1.471 0.071 4200.000
60081394 0.340 6.637 1.365 0.023 1.409 0.092 7100.000
60082479 0.340 9.666 1.451 0.020 1.428 0.000 650.000
60083381 0.340 5.027 2.007 1.002 1.919 0.255 10000.000
60091968 0.340 3.534 1.461 0.022 1.426 0.000 800.000
60093243 0.340 2.094 2.207 0.698 1.803 0.086 30000.000
60095814 0.340 3.142 1.435 0.016 1.423 0.000 900.000
6009784 0.030 502.655 1.486 0.087 1.542 0.019 100.000
60104572 0.340 10.899 1.438 0.030 1.396 0.113 4900.000
60106906 0.340 1.047 1.426 0.009 1.429 0.000 600.000
60117314 0.340 78.540 1.467 0.037 1.486 0.000 240.000
60124921 0.340 1.257 1.486 0.229 1.919 0.255 10000.000
60128428 0.340 2.513 1.444 0.013 1.421 0.000 1000.000
60134388 0.340 1.461 1.446 0.031 1.411 0.119 4300.000
60134948 0.340 7.854 1.445 0.031 1.408 0.118 4400.000
60137594 0.340 0.628 1.405 0.000 1.431 0.000 500.000
60141201 0.340 29.845 1.456 0.026 1.557 0.030 2000.000
60141220 0.340 9.948 1.328 0.041 1.549 0.061 6000.000
60141683 0.340 4.488 1.455 0.027 1.565 0.030 350.000
60143023 0.340 6.676 1.094 0.082 1.554 0.047 8000.000
60146607 0.340 8.508 1.406 0.015 1.562 0.042 4800.000
60150537 0.340 0.550 2.182 0.337 1.600 0.117 80000.000
60151768 0.340 0.654 1.715 0.766 1.563 0.080 14400.000
60157456 0.340 1.337 1.418 0.020 1.563 0.042 4700.000
60157886 0.340 6.575 1.429 0.024 1.565 0.041 4300.000
60159606 0.340 31.416 1.431 0.011 1.562 0.030 600.000
60165493 0.340 55.851 1.431 0.012 1.563 0.030 450.000
60166205 0.340 11.054 1.365 0.027 1.556 0.050 5400.000
60171223 0.340 4.398 1.390 0.009 1.561 0.042 5000.000
60171943 0.340 108.528 1.423 0.008 1.563 0.030 550.000
60175675 0.340 13.694 1.447 0.033 1.567 0.045 3900.000
60180692 0.340 17.453 1.446 0.014 1.562 0.030 900.000
60185451 0.340 273.182 1.489 0.033 1.571 0.030 230.000
60192225 0.340 16.535 1.444 0.011 1.562 0.030 950.000
60192988 0.340 10.077 1.428 0.040 1.557 0.048 5300.000
60194714 0.340 10.228 1.497 0.059 1.565 0.041 4300.000
60195032 0.340 11.704 1.498 0.059 1.560 0.044 5100.000
60195811 0.340 6.981 1.407 0.000 1.563 0.030 450.000
60196216 0.340 3.187 1.363 0.027 1.559 0.048 6900.000
60196840 0.340 5.934 1.428 0.035 1.548 0.048 9000.000
60199683 0.340 0.604 1.380 0.016 1.481 0.086 5200.000
60201468 0.340 0.628 1.439 0.029 1.492 0.081 4000.000
60204636 0.340 13.566 1.420 0.020 1.486 0.080 4400.000
60208950 0.340 6.545 1.474 0.064 1.528 0.015 240.000
60211155 0.340 0.524 1.366 0.025 1.484 0.094 5400.000
60214280 0.340 285.599 1.484 0.070 1.533 0.015 220.000
60215562 0.340 3.982 1.334 0.082 1.422 0.100 7100.000
60215732 0.340 8.767 1.429 0.024 1.488 0.080 4300.000
60218818 0.340 4.039 1.469 0.021 1.495 0.015 700.000
60220617 0.340 2.932 1.450 0.017 1.494 0.015 750.000
6022078 0.030 2.356 1.424 0.011 1.475 0.019 800.000
60222095 0.340 0.628 1.450 0.036 1.525 0.015 250.000
60224889 0.340 34.907 1.475 0.022 1.499 0.015 450.000
6022820 0.030 40.392 1.425 0.011 1.475 0.019 700.000
60232022 0.340 2.618 1.449 0.013 1.496 0.015 600.000
60233259 0.340 111.701 1.452 0.015 1.499 0.015 450.000
60244248 0.340 5.498 1.448 0.030 1.492 0.081 4000.000
60244486 0.340 49.368 1.448 0.012 1.495 0.015 700.000
60245486 0.340 0.524 1.472 0.149 1.437 0.104 3000.000
60246360 0.340 7.306 1.402 0.006 1.488 0.080 4300.000
60257307 0.340 14.960 1.479 0.089 1.510 0.000 210.000
60258526 0.340 9.106 1.322 0.088 1.308 0.137 6900.000
60262380 0.340 1.571 2.351 0.411 2.036 0.156 40000.000
60263998 0.340 0.524 2.292 0.491 1.970 0.655 90000.000
60266868 0.340 4.039 1.451 0.020 1.440 0.000 700.000
60269743 0.340 9.062 1.379 0.017 1.415 0.137 5200.000
60273563 0.340 72.498 1.450 0.017 1.440 0.000 650.000
60275496 0.340 11.781 1.422 0.016 1.427 0.136 4000.000
6028228 0.030 2.192 1.409 0.011 1.482 0.028 4300.000
60286393 0.340 34.907 1.426 0.009 1.447 0.000 450.000
60296607 0.340 0.628 1.807 0.323 1.965 0.691 70000.000
60300256 0.340 3.840 1.416 0.205 1.717 0.548 9000.000
603032 0.000 45.379 1.423 0.012 1.376 0.000 900.000
6030730 0.030 1.885 1.494 0.375 1.550 0.222 20000.000
60307931 0.340 7.199 1.440 0.031 1.407 0.127 4800.000
60309271 0.340 13.963 1.494 0.020 1.447 0.000 450.000
60312216 0.340 9.425 1.327 0.066 1.463 0.186 6000.000
60316641 0.340 8.976 1.484 0.091 1.597 0.033 210.000
60324773 0.340 22.848 1.451 0.018 1.591 0.033 550.000
60325708 0.340 74.613 1.451 0.020 1.591 0.033 800.000
6032875 0.030 12.260 1.442 0.028 1.484 0.028 4100.000
60331033 0.340 83.776 1.454 0.019 1.592 0.033 450.000
6033800 0.030 2.827 1.409 0.007 1.473 0.019 1000.000
60338713 0.340 179.520 1.462 0.050 1.597 0.033 210.000
60340432 0.340 2.793 1.288 0.422 1.584 0.049 9000.000
60344834 0.340 5.934 1.287 0.334 1.584 0.049 9000.000
60348518 0.340 94.248 1.451 0.015 1.591 0.033 500.000
60351991 0.340 51.408 1.482 0.020 1.591 0.033 550.000
60353117 0.340 0.785 1.439 0.015 1.589 0.033 2000.000
60354063 0.340 6.646 1.420 0.032 1.589 0.048 5200.000
60355231 0.340 0.591 1.406 0.008 1.592 0.046 4250.000
60356528 0.340 20.944 1.470 0.139 1.595 0.060 3000.000
60360475 0.340 0.748 1.445 0.010 1.597 0.033 210.000
60363839 0.340 51.744 1.490 0.020 1.591 0.033 850.000
60371668 0.340 10.258 1.398 0.011 1.498 0.086 4900.000
60375072 0.340 6.575 1.429 0.024 1.506 0.089 4300.000
6038652 0.030 9.856 1.424 0.029 1.470 0.036 5100.000
60388321 0.340 41.888 1.454 0.019 1.519 0.017 450.000
60390030 0.340 0.885 1.321 0.069 1.435 0.108 7100.000
60391673 0.340 3.383 1.469 0.020 1.516 0.017 650.000
60401538 0.340 6.283 1.415 0.009 1.512 0.017 1000.000
60405980 0.340 376.991 1.485 0.048 1.575 0.017 100.000
60406911 0.340 10.472 1.471 0.032 1.565 0.017 150.000
60406932 0.340 1.571 1.409 0.007 1.512 0.017 1000.000
60411541 0.340 3.696 1.396 0.058 1.457 0.096 6800.000
60412139 0.340 59.525 1.446 0.014 1.512 0.017 950.000
60415493 0.340 7.662 1.483 0.052 1.509 0.090 4100.000
60416939 0.340 0.785 1.350 0.052 1.386 0.271 8000.000
60421149 0.340 4.654 1.485 0.055 1.507 0.100 5400.000
60423041 0.340 55.851 1.451 0.011 1.519 0.017 450.000
60425126 0.340 2.182 1.504 0.062 1.765 0.131 14400.000
60425582 0.340 141.372 1.494 0.020 1.522 0.017 400.000
6043427 0.030 0.544 1.425 0.035 1.466 0.041 5200.000
60435269 0.340 15.305 1.437 0.029 1.620 0.049 3900.000
60444076 0.340 4.488 1.446 0.033 1.620 0.050 4200.000
60444285 0.340 1.836 1.655 0.660 1.620 0.050 15400.000
60451847 0.340 2.199 1.776 0.621 1.620 0.050 10000.000
60458075 0.340 72.498 1.449 0.015 1.620 0.037 650.000
6045859 0.030 0.838 1.718 0.370 1.586 0.189 30000.000
60458756 0.340 2.094 1.421 0.007 1.620 0.037 600.000
60461010 0.340 0.577 1.458 0.040 1.620 0.050 4900.000
60461959 0.340 0.942 1.828 0.198 1.620 0.050 50000.000
6046216 0.030 8.624 1.382 0.014 1.470 0.036 5100.000
60464989 0.340 0.785 1.258 0.045 1.620 0.050 8000.000
60465198 0.340 62.832 1.431 0.011 1.620 0.037 300.000
60470414 0.340 2.693 1.409 0.004 1.620 0.037 700.000
60472984 0.340 3.187 1.463 0.067 1.620 0.050 6900.000
60474073 0.340 1.257 1.447 0.012 1.620 0.037 750.000
60476364 0.340 4.712 1.406 0.002 1.620 0.037 600.000
60477039 0.340 138.230 1.430 0.007 1.620 0.037 250.000
60478304 0.340 0.643 1.489 0.055 1.620 0.050 4400.000
6047854 0.030 157.080 1.490 0.028 1.508 0.019 200.000
60481204 0.340 62.832 1.446 0.011 1.620 0.037 800.000
6049167 0.030 5.141 1.450 0.011 1.476 0.019 550.000
60492066 0.340 3.653 1.424 0.022 1.428 0.147 4300.000
60492184 0.340 7.330 1.459 0.057 1.288 0.087 3000.000
60494806 0.340 9.425 1.328 0.046 1.485 0.195 6000.000
60495517 0.340 7.181 1.467 0.028 1.480 0.000 350.000
60496029 0.340 5.639 1.447 0.033 1.420 0.145 3900.000
60500256 0.340 8.335 1.395 0.010 1.413 0.138 4900.000
60502022 0.340 157.080 1.484 0.070 1.520 0.000 220.000
60505188 0.340 9.425 1.445 0.022 1.496 0.000 300.000
60508386 0.340 9.106 1.390 0.081 1.308 0.148 6900.000
60523164 0.340 157.080 1.450 0.028 1.520 0.000 220.000
60527544 0.340 8.651 1.397 0.059 1.308 0.148 6900.000
60534297 0.340 2.417 1.376 0.019 1.426 0.149 5200.000
6054622 0.030 2.513 1.453 0.022 1.436 0.009 500.000
60546367 0.350 48.048 1.447 0.021 1.329 0.000 850.000
60547623 0.350 1.309 1.411 0.017 1.330 0.011 4800.000
60548068 0.350 3.982 1.312 0.095 1.317 0.034 7100.000
6055312 0.030 20.944 1.453 0.023 1.431 0.009 900.000
60559406 0.350 3.696 1.421 0.027 1.319 0.022 5100.000
60563733 0.350 11.278 1.426 0.024 1.353 0.031 3900.000
60564461 0.350 3.590 1.474 0.026 1.344 0.000 350.000
60564995 0.350 1.178 1.240 0.077 1.291 0.034 8000.000
